1218824866_1635506994244_6934,4,240
1114773395_1635481717649_5026,5,640
1226729676_1635461370465_2541,2,84
1026552955_1635486280878_708,1,336
807743126_1635492539485_3750,4,630
1121145948_1635451915068_4507,0,161
1113958308_1635508146262_749,8,40
746854677_1635483878164_7957,3,156
819297271_1635503602067_1577,5,440
1190965062_1635510759059_1318,6,0
762225073_1635509298746_600,1,240
1209753539_1635487018942_9925,0,336
151258984_1635451805939_4128,2,396
1158698543_1635489262225_582,5,28
1206574814_1635480780821_7416,4,200
1057829047_1635466812385_568,1,728
1221117398_1635488001204_733,6,280
1010007733_1635500389594_4892,1,228
804747199_1635487624242_4578,2,522
1105282135_1635481089090_2715,7,224
754764375_1635504078234_8804,1,420
572952918_1635494251400_6361,0,568
1207297251_1635449689475_6526,2,14
442468931_1635509937121_5446,1,665
1216667178_1635513449711_8601,6,686
1222516269_1635467773355_5399,5,136
1222984855_1635460261075_1277,2,70
672844936_1635510368663_9406,8,352
685504677_1635458157745_6173,0,468
1225725157_1635513981062_1556,4,184
1212701384_1635507198707_2333,2,378
694641473_1635513442410_5318,6,56
1195485159_1635478057299_4680,8,624
1193565235_1635487375749_4825,2,552
720663976_1635475802866_236,4,632
1204510444_1635480905442_4089,2,186
1212640158_1635501969864_794,5,400
1227273831_1635464531022_1687,4,270
651168571_1635516464750_3622,2,445
1227255279_1635477136984_6370,0,496
738549892_1635513424630_8788,0,588
1227613993_1635477369622_1691,4,495
1087268135_1635472449857_9000,3,688
1225476825_1635513405834_7132,7,301
101128780_1635452750784_5179,6,287
1227164965_1635502935755_5939,3,399
1213624282_1635507682680_3518,5,114
717857498_1635451115399_6377,0,304
1106570395_1635462242510_7006,3,168
542298596_1635509291977_7759,2,388
600714422_1635516903619_516,0,28
630544834_1635474336173_7159,5,936
557627748_1635490268266_1084,4,688
722977837_1635504308056_3024,4,40
1082525128_1635466711347_9812,3,296
1220825370_1635482827738_3597,0,84
1107680070_1635491214693_2657,0,144
1200914032_1635504446908_2296,3,147
756863180_1635517916282_8791,0,522
1194194558_1635469176574_9914,2,376
1026334013_1635466438918_4800,8,688
692424861_1635466020628_5987,2,459
1223333354_1635510895444_2518,3,264
665952103_1635503261180_3902,0,132
807421274_1635507806875_7603,1,152
1211133313_1635441009475_8567,8,232
1227299334_1635470061209_1633,3,132
811023969_1635508285190_2630,8,136
1158208086_1635510581059_5223,7,623
1223084398_1635509689271_3229,7,252
368566941_1635479039113_778,2,340
817336866_1635461474944_6938,4,558
749235598_1635473769817_1076,5,56
1108243487_1635511104656_2367,1,301
1143369386_1635500235189_93,7,112
1209280055_1635521375391_5905,7,696
738493000_1635468900138_9236,5,224
1210233966_1635499463618_2632,8,576
831092973_1635465098175_9640,2,665
686863311_1635462831520_7849,5,464
557643935_1635443415974_5525,6,455
891008297_1635475319168_889,1,96
1148772248_1635497453385_2970,1,520
1163319943_1635473264751_796,5,96
1001607089_1635466499187_1468,1,672
1226742391_1635483409563_7828,4,162
1197507509_1635494382273_3307,6,204
1217802244_1635455750511_6230,4,76
724396920_1635514599315_9875,2,200
1216692248_1635463889903_9207,6,400
1109745905_1635506433691_9040,4,120
1107613432_1635515354916_6720,4,693
1215624612_1635504532796_1029,4,28
1226148127_1635505699383_2413,2,560
1105870855_1635464302627_5963,2,84
1189901657_1635445990592_1405,3,476
1216892729_1635458016901_3003,1,360
661329557_1635491925034_7502,5,329
1212385754_1635512036416_2523,2,760
757963727_1635515450341_6655,1,148
1224148384_1635518573395_835,5,110
1176158218_1635438438103_5034,4,456
1222642340_1635488469776_1335,0,234
1145041933_1635472271881_3551,0,136
823726627_1635486363722_8019,4,534
1214602415_1635511314193_9003,4,300
1209716510_1635461405027_8599,1,320
756625356_1635488935697_8271,1,110
1058926660_1635517366474_4534,9,380
748125382_1635510177285_8278,2,48
1122997208_1635495943915_1804,3,371
1225069922_1635438054808_8365,0,56
1221324009_1635485835869_6314,1,352
1202793021_1635512959199_8818,0,370
1224226654_1635507985520_6865,0,448
1226849720_1635514356884_8553,4,336
1216292333_1635519254136_9743,6,104
1059010370_1635475852381_3630,5,525
810576490_1635515304365_1321,4,322
628298897_1635483006401_7314,4,553
1227584960_1635489192512_6773,5,348
1212646885_1635509257888_30,4,392
585866821_1635470321977_1686,2,238
742506963_1635443511779_3744,3,208
494877474_1635482465348_2834,1,184
817960997_1635504312596_3859,4,462
1168743622_1635491120541_7541,2,420
584234174_1635506537469_7856,4,534
883588205_1635476018157_6610,3,520
1151085968_1635482971639_7216,3,76
1210343829_1635480964217_7055,1,308
1052969520_1635506806265_4469,2,96
793668729_1635486360334_5417,6,609
1168274359_1635495719547_6428,7,224
1113958030_1635461550676_9272,4,357
772528316_1635513751225_4385,7,496
1104164038_1635504496098_1467,4,84
1188600364_1635461949854_2859,7,287
717786922_1635516667047_8615,2,657
644481662_1635438922818_7490,3,176
1218350457_1635499134226_2224,8,232
633232668_1635496853738_4912,3,150
547622879_1635491873200_6486,6,427
1207541915_1635474060671_491,2,112
1225553512_1635467851902_7312,3,184
1106385176_1635457965706_1253,1,120
720041457_1635503603277_9590,6,273
894092586_1635503404546_1965,1,496
1203433561_1635466804728_3070,1,352
234399864_1635512050955_3875,2,224
389668439_1635491860501_4000,3,376
1104927229_1635455721757_8153,3,616
1219978029_1635512553285_2721,7,175
1213468015_1635517948726_8611,5,258
1220126319_1635488611381_4152,1,540
610129218_1635487430632_9015,7,546
1106457768_1635488670025_4663,4,448
707436185_1635504313369_7438,3,21
1058999443_1635496858115_1260,5,704
572940195_1635483909247_2524,3,560
812734565_1635457325402_5015,3,396
1194934196_1635488875008_2086,0,434
1211764056_1635502939317_1858,0,222
1225415712_1635477376531_9055,3,581
708319864_1635498510031_4810,5,640
982344848_1635468259349_5019,1,322
1131068423_1635476260769_912,4,240
1195485085_1635501911852_8472,2,592
1116438831_1635475209872_5766,5,456
1215076196_1635459171127_5914,0,119
692763261_1635466331391_7293,1,208
1211114282_1635493712465_8294,3,0
1217157629_1635495768959_1364,1,42
1107848135_1635496273686_657,5,42
1196062356_1635507829575_6315,4,76
1104997505_1635520052899_7009,4,497
739484161_1635498426707_8104,3,445
822847430_1635476888078_3126,6,35
1219820286_1635481542509_5372,5,312
822931516_1635496214810_8286,4,182
684489596_1635475991958_6224,5,328
1118893889_1635463918867_3248,5,184
650358728_1635484373812_2893,2,525
629747169_1635497683273_7922,6,623
1224692743_1635500059204_2590,4,189
1192249360_1635486835165_1240,6,329
1200202484_1635478979867_3248,4,450
756171292_1635457533311_17,3,224
1219309455_1635478997093_6022,5,140
1180989043_1635482197747_6303,0,760
1217607108_1635500983523_2268,4,665
139076923_1635461391190_5730,2,245
703896718_1635467196636_9861,3,330
1220769978_1635495377179_9593,6,126
1208456243_1635511281779_4736,8,408
1126876499_1635459792786_6055,2,84
1107575736_1635511490274_6311,2,525
817537425_1635444085058_5136,2,400
371953826_1635510387629_6559,4,330
1111627988_1635487005001_6005,6,63
681635313_1635467252024_1686,0,287
818386782_1635520398047_0,3,119
679043929_1635477422900_8166,4,497
717865252_1635496780295_7021,4,348
1216675096_1635508178929_381,8,192
1117639463_1635498123903_29,4,72
1113147318_1635485837589_6923,6,520
1193283115_1635519328693_2234,0,388
621393978_1635467396146_287,3,259
1225250503_1635465670686_8375,8,344
629068097_1635457655154_6654,6,480
1111794996_1635492834887_2236,1,704
788459712_1635504898945_8165,3,119
1201636040_1635475608695_8858,0,413
659806159_1635513948518_8248,3,658
682981588_1635492309629_856,6,168
1222030239_1635500601714_2520,5,320
1192033746_1635496418292_4097,5,272
1122684217_1635472123054_8293,7,259
622931367_1635504432678_1957,3,511
849233324_1635515746464_8314,0,792
717885269_1635493741673_270,3,368
579663214_1635515925666_8039,6,364
1114436764_1635497169264_2886,5,560
737332523_1635465814526_2753,3,497
791674701_1635519950418_3573,5,230
732987223_1635495668609_1425,0,434
1220162164_1635508119768_5763,3,644
695283112_1635471951667_3663,7,400
569771134_1635461718825_1908,4,656
985153073_1635493123720_3072,0,456
628549194_1635495649939_4424,2,256
1156377358_1635510617055_9001,6,150
708204915_1635518066248_5144,5,658
1104034267_1635452343243_2344,8,552
1108762176_1635465704112_2022,2,427
660895150_1635495680879_9477,1,385
671940941_1635490056324_3889,0,55
740209710_1635520174189_2574,1,296
858064975_1635473585188_9746,5,420
1119250509_1635469333981_5318,3,28
1223933330_1635490140194_1689,6,120
678924939_1635440093597_2103,0,686
1107542274_1635490134443_7820,2,544
653736152_1635492348643_9099,1,30
974884146_1635499087860_3682,8,376
265486700_1635488031489_5289,4,88
915465544_1635519248829_1385,7,224
1190188424_1635456716873_2365,1,133
1169548920_1635477243163_4701,0,385
1200169267_1635474130971_9561,7,608
1220458634_1635459342017_6826,8,744
1196872981_1635438438715_9285,2,384
1111358728_1635458708870_919,2,424
1109111652_1635506908884_9653,8,472
1193683023_1635502166385_3768,4,220
1196726061_1635511065177_131,7,623
817749702_1635466165406_6717,3,4
699082473_1635518091481_7552,1,256
688300877_1635471841718_6053,4,248
957354151_1635476564928_1778,0,483
1015188003_1635513797575_5384,1,108
1221435457_1635480527219_5975,2,272
1194213302_1635472196295_7663,5,448
1130083923_1635469627839_3350,4,648
1206107035_1635499543103_2993,1,720
1107588063_1635520659308_4412,7,136
718025483_1635483775397_105,7,256
1224925490_1635467835300_2981,4,648
1196888181_1635503496520_3470,3,152
818499088_1635516538316_8057,2,408
822470893_1635507616223_410,4,60
1211071183_1635488225712_9975,3,390
1227420674_1635482902730_5072,6,90
1220979611_1635508390718_7290,3,24
1209781739_1635463723940_7852,6,525
1214353142_1635463881948_9894,4,64
711386552_1635512858654_8376,4,24
1099797677_1635473223601_2651,3,553
1219491507_1635500974892_2369,3,235
644225531_1635486053517_8550,6,440
771142978_1635445805530_8143,7,592
15053420_1635490621522_9379,0,259
742352665_1635488154243_2128,3,258
1227446586_1635513053028_9846,5,64
692772703_1635516206849_2210,2,7
1215649293_1635457251182_5562,3,408
1212271665_1635511803298_1789,8,300
1197217988_1635508614265_1120,3,376
1217180343_1635503495603_4733,0,168
1209922045_1635458629124_7635,0,568
1104468247_1635509082490_2091,1,84
1119928384_1635518447047_9141,0,544
671080343_1635456387474_1661,0,84
984582068_1635474065494_9662,3,266
1126673988_1635490181014_9848,5,455
1119163331_1635490024433_5276,1,504
675664362_1635467347784_5775,6,350
1104437675_1635486515205_5742,6,776
846133452_1635476852176_7147,4,525
1197976232_1635475238250_1884,0,162
1226584356_1635482474870_7827,4,784
1204505555_1635473339542_5855,2,217
1212950209_1635444724980_9423,5,238
782262811_1635456440075_3264,2,224
1227662543_1635513885910_557,6,250
1221846400_1635462403706_2735,7,644
809744160_1635520061185_7795,7,105
1146835424_1635511464342_9483,2,75
816644842_1635478412693_5057,1,36
1147905913_1635501542891_8147,3,656
1210649104_1635466018518_2667,10,160
1113984207_1635473721832_3921,6,114
853088643_1635478969076_3,7,528
1045900329_1635462760265_3248,4,413
506939662_1635472848300_3009,6,272
890659771_1635492203418_1912,2,434
1107556143_1635448103401_3338,3,360
811064703_1635506851443_155,7,560
1217606982_1635450747625_393,7,294
931304780_1635512354000_2576,8,384
1219835057_1635486945189_7516,3,728
1206987508_1635486495192_1897,4,196
936350094_1635482123171_1285,0,246
752485752_1635482584758_6085,6,306
807898449_1635519895194_5894,6,112
696126810_1635492835734_995,1,126
1208064222_1635512332601_7946,5,600
820289834_1635470791580_6814,0,288
171299823_1635488801278_9852,1,45
890651359_1635469170939_3280,5,305
1222264800_1635505708610_9508,5,658
1227339046_1635502727205_5557,0,162
758694292_1635478397374_9751,4,78
1180188047_1635482187249_8014,6,308
1196746923_1635474748799_6234,6,222
1156890509_1635517429318_6109,8,288
568989387_1635483841738_652,4,168
667727528_1635472862895_4545,2,140
690694833_1635479636982_2921,5,312
1104854193_1635457058416_452,1,112
1220046939_1635499067937_2733,2,270
1137697952_1635499682514_4589,3,56
810001792_1635477906314_778,1,600
1112416449_1635509291019_3193,5,686
1105858852_1635464437832_8462,3,581
1227106249_1635515438296_4446,2,658
1197264741_1635437611462_6440,7,488
1196133618_1635486360051_9299,6,744
678961213_1635470550076_5279,2,115
674293404_1635476685691_8695,5,224
649429847_1635452427197_44,3,98
9289404_1635462508963_6005,1,48
972450671_1635476351422_6627,4,558
811079010_1635457332656_1875,3,285
1193436085_1635484429538_5603,1,581
1107754462_1635495662476_9044,6,504
1113934140_1635508274394_2342,1,152
722064206_1635479247112_8738,0,280
735337774_1635509722554_1998,5,240
1174447697_1635462162385_7549,3,352
711995276_1635464777432_9311,4,64
866347349_1635489251927_719,8,720
1216557875_1635509265832_4778,3,32
667637912_1635473159455_7546,1,180
731125094_1635521340365_9695,6,376
1220790654_1635510009822_8624,2,693
625181705_1635477290183_586,4,448
1217218319_1635511998413_8928,4,360
643042047_1635455331634_6881,7,176
1226670397_1635490213041_3568,5,50
1227076628_1635496321645_4386,2,24
1140192907_1635482482825_1488,3,336
1216696512_1635490036346_9815,9,189
1212686488_1635495834176_3989,4,488
170090293_1635463544660_1261,3,240
694578121_1635447549576_8773,6,712
668070893_1635520473767_1017,5,455
838399863_1635436882887_6053,1,240
1227069052_1635467703034_5986,6,420
1214777028_1635495261308_2665,2,304
1213033156_1635460814628_74,3,504
1152595226_1635513816655_9345,8,800
1102380049_1635500653122_7821,7,371
205198886_1635515293992_3131,3,399
1220379882_1635476268558_2918,4,752
894703491_1635521213469_7546,2,56
1192755872_1635464644522_5266,0,688
754728927_1635480233501_3363,6,544
810988283_1635507675444_6354,0,7
1112483064_1635485312336_6180,4,396
703001245_1635480640547_9939,3,679
749235598_1635479107431_160,1,784
1227387420_1635479171486_4189,1,77
1222417832_1635488489143_9686,2,800
814771900_1635461670756_5574,7,656
1214781791_1635484792102_8878,5,91
1220253854_1635465108773_8679,6,380
1222260505_1635483567076_2838,3,12
1224646753_1635510301184_6035,6,176
575384780_1635519483390_6422,4,245
737581054_1635485236637_2563,5,544
562264592_1635497983160_1507,2,320
1223590274_1635516910644_5182,2,90
1221967763_1635476761855_6543,1,16
1113159948_1635489693574_5582,1,258
693751343_1635465676574_5241,5,264
612844523_1635482016686_1446,5,24
1209086143_1635486769471_2347,5,384
1210153150_1635488302588_1942,1,288
1113948512_1635518831029_6949,6,49
849599290_1635468863630_2519,4,480
1195122838_1635514820032_192,3,4
1210051486_1635517657289_4246,1,84
929986780_1635486991333_2703,7,238
1220676848_1635450693839_1755,6,128
718677919_1635469444744_6032,3,42
812117423_1635488974324_1709,1,140
1217682507_1635515229359_4311,6,608
1203372560_1635483875542_1328,3,455
669563846_1635472194101_3245,4,469
46223109_1635476833226_4840,1,679
887618714_1635495874755_6609,1,402
1189592912_1635509425798_7068,0,432
992968717_1635463133097_3093,0,456
1107561104_1635517940758_6139,3,581
1227721411_1635466507834_6075,1,924
213556914_1635516828533_1710,3,800
727462866_1635483979600_6778,2,378
993903128_1635516615853_9940,1,624
742081755_1635469325501_3955,5,32
680218523_1635454824742_6404,3,688
1214998568_1635499437236_2380,6,273
73255712_1635494849495_496,3,426
811735544_1635472850773_5897,1,581
1107685331_1635468395581_8118,5,168
619782256_1635514685748_515,6,0
1208069860_1635513185103_1387,4,112
1216811772_1635482509620_1776,9,81
1159162554_1635475791335_2423,6,168
820433353_1635515466664_7847,3,216
546845308_1635455874186_7427,1,329
1217901561_1635461521859_5130,5,644
1093444657_1635481391783_9314,3,144
1224333980_1635505900997_2085,2,276
1225898400_1635508503762_4809,0,282
1209636095_1635490993987_9770,0,728
664252771_1635479372276_2705,2,84
719708291_1635509838808_1739,0,399
744765136_1635508950510_1020,6,192
639109320_1635509072528_554,2,108
1227236131_1635516151088_1663,3,414
1222516560_1635509466808_9533,5,91
1202991372_1635493174645_5785,2,208
807905960_1635515184127_9116,1,366
1147347094_1635513018938_6243,6,616
1163679435_1635453507250_9118,4,608
883181564_1635477316687_187,0,488
632971645_1635490832148_2917,2,224
1209855178_1635516329880_9706,2,536
1158435985_1635481701448_1588,5,84
986814358_1635487140164_3450,2,96
1225858923_1635462345930_2217,0,144
951743881_1635469080815_835,0,102
1213555559_1635471464039_3969,5,665
719633998_1635512745538_412,3,518
641208796_1635453840582_8626,7,70
1116479641_1635490026773_3804,3,464
1193843586_1635504149149_8810,6,480
1158244177_1635455267090_5140,8,891
921258229_1635509560458_6347,4,72
647770375_1635485673148_4410,5,152
734948034_1635511467967_1237,5,448
780317292_1635461208384_3597,4,84
1212992374_1635500324657_3774,2,10
1107615130_1635469363272_90,7,147
1183672705_1635497627984_2436,1,176
1220569591_1635472910139_1415,2,776
1146226992_1635486190731_8859,2,203
1218046613_1635516654613_6056,5,162
206956159_1635482680041_822,1,651
485970500_1635517679743_8365,6,168
1227030215_1635467548058_3270,4,552
658305438_1635508804911_4275,1,534
1210608025_1635514988841_1202,2,266
883959527_1635507454914_5651,3,252
1158515221_1635490126727_1249,4,280
1113929778_1635506203063_2163,5,434
1200299920_1635477694546_2168,2,343
1109470752_1635477818728_5409,0,48
1227271194_1635465926385_3658,2,336
1095037565_1635456875317_520,4,160
222776079_1635516076339_4637,1,456
503666251_1635500196677_2083,2,216
844143192_1635492572952_1486,4,544
707256017_1635438019732_5185,4,16
1112374502_1635479103640_8604,2,112
1107663499_1635486583498_419,1,343
674227370_1635512278844_3165,0,672
1227104445_1635503574936_8149,6,252
839230362_1635519750053_7169,5,310
1211610893_1635462557930_6657,2,430
1138553909_1635486929471_8544,4,54
687953363_1635515062211_7399,3,450
643872695_1635476334086_8091,5,450
1217140927_1635490096183_3617,3,203
1213494764_1635459285769_7773,3,792
812958604_1635472447124_2625,5,784
